knowledge_accuracy|knowledge_total_count|resource_preference|active_days|resource_form|resource_knowledges|resource_tags|resource_time|post_3d_correct_rate|post_practice_count|is_first_submit_24h|is_complete|is_correct|is_view_analysis|watch_rate|is_pause|is_replay|correct_rate_change
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|6|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.85,0.44,0.57,0.49,0.56,0.41,0.42,0.52,0.48,0.41,0.59,0.42,0.49,0.54,0.42,0.6,0.52,0.45,0.43,0.43,0.45,0.44,0.47,0.51,0.41,0.45,0.53,0.43,0.51,0.44,0.44,0.5,0.53,0.48,0.59,0.4,0.53,0.52,0.58,0.49,0.43,0.48,0.56,0.55,0.45,0.46,0.45,0.46,0.42|25,10,13,14,18,12,17,11,11,13,13,14,18,10,15,15,12,10,18,18,18,12,12,10,13,12,12,15,10,10,10,12,11,11,16,14,15,17,15,11,14,11,17,10,12,15,10,10,13|1|1|0|1|0.9300|1|0|0.35
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|5|0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.82,0.59,0.47,0.49,0.55,0.42,0.57,0.53,0.55,0.57,0.56,0.55,0.55,0.57,0.47,0.59,0.42,0.55,0.51,0.5,0.5,0.59,0.43,0.57,0.57,0.46,0.52,0.59,0.55,0.55,0.41,0.4,0.44,0.47,0.56,0.42,0.53,0.53,0.45,0.43,0.48,0.5,0.47,0.43,0.59,0.59,0.42,0.44,0.5|22,13,11,11,17,17,18,11,13,17,13,10,13,12,16,11,13,16,15,18,17,12,10,14,10,18,18,11,17,13,12,16,11,17,15,15,15,16,15,15,15,11,14,17,11,16,14,14,11|1|1|1|0|0.9500|1|0|0.32
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.89,0.5,0.41,0.59,0.57,0.45,0.49,0.55,0.48,0.49,0.58,0.47,0.55,0.44,0.47,0.55,0.54,0.59,0.43,0.5,0.44,0.52,0.41,0.46,0.59,0.52,0.56,0.42,0.44,0.48,0.55,0.48,0.58,0.42,0.53,0.53,0.43,0.58,0.55,0.5,0.58,0.54,0.52,0.51,0.42,0.54,0.56,0.48,0.4|24,17,15,18,17,18,11,10,10,17,11,11,12,11,14,11,18,17,16,12,15,17,10,14,17,12,17,14,13,13,14,12,11,12,16,12,16,15,11,10,12,11,18,13,10,18,18,18,17|0|0|1|0|0.9700|1|0|0.39
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.84,0.58,0.42,0.54,0.51,0.42,0.58,0.46,0.51,0.56,0.59,0.57,0.59,0.43,0.41,0.42,0.59,0.42,0.43,0.48,0.47,0.58,0.52,0.42,0.55,0.58,0.43,0.59,0.49,0.58,0.57,0.57,0.47,0.55,0.56,0.51,0.52,0.49,0.47,0.46,0.6,0.57,0.47,0.41,0.57,0.59,0.58,0.42,0.49|25,12,11,13,10,10,15,15,18,18,11,18,17,14,14,10,18,18,11,15,16,17,16,12,16,14,14,10,14,13,17,11,16,10,14,12,14,10,18,14,11,15,11,12,11,15,17,10,11|1|1|0|0|0.9100|1|0|0.34
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.88,0.53,0.52,0.49,0.56,0.57,0.5,0.59,0.55,0.54,0.57,0.42,0.43,0.49,0.4,0.54,0.56,0.54,0.54,0.55,0.5,0.54,0.52,0.56,0.4,0.47,0.56,0.48,0.49,0.52,0.44,0.53,0.41,0.4,0.51,0.53,0.45,0.49,0.55,0.55,0.45,0.47,0.49,0.48,0.43,0.54,0.46,0.55,0.43|23,11,13,18,13,14,11,18,11,16,14,14,18,15,16,10,17,17,16,14,13,14,16,11,16,13,13,15,16,10,10,17,16,17,18,10,15,11,10,12,11,13,10,17,15,14,11,10,15|1|1|1|0|0.9800|0|1|0.38
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.82,0.53,0.52,0.48,0.58,0.54,0.57,0.46,0.53,0.6,0.45,0.55,0.52,0.46,0.6,0.6,0.44,0.53,0.55,0.48,0.49,0.44,0.56,0.49,0.46,0.58,0.52,0.57,0.46,0.45,0.55,0.59,0.44,0.49,0.51,0.45,0.42,0.59,0.45,0.57,0.46,0.55,0.58,0.53,0.56,0.56,0.44,0.41,0.4|22,13,17,15,12,14,11,15,11,15,11,15,11,16,15,18,10,16,14,16,12,14,17,18,18,15,15,10,15,18,16,15,14,16,18,12,12,12,10,16,10,16,18,10,17,12,10,13,17|1|0|1|0|1.0000|1|0|0.32
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.82,0.57,0.4,0.4,0.47,0.59,0.59,0.5,0.5,0.6,0.42,0.47,0.47,0.6,0.5,0.47,0.57,0.43,0.44,0.56,0.46,0.44,0.46,0.41,0.5,0.53,0.56,0.44,0.6,0.48,0.55,0.42,0.54,0.51,0.43,0.48,0.56,0.44,0.59,0.48,0.5,0.53,0.41,0.55,0.57,0.52,0.46,0.42,0.47|23,18,10,16,18,12,11,18,16,12,12,15,11,14,18,13,14,11,18,11,13,13,15,12,11,15,12,18,15,10,13,10,11,13,11,18,11,15,17,12,13,15,10,10,15,14,18,11,15|0|0|1|0|0.9100|1|0|0.32
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.84,0.57,0.52,0.52,0.57,0.51,0.48,0.54,0.58,0.59,0.6,0.58,0.41,0.43,0.58,0.6,0.49,0.6,0.54,0.5,0.48,0.47,0.42,0.52,0.56,0.41,0.45,0.49,0.5,0.41,0.44,0.46,0.48,0.5,0.52,0.5,0.41,0.55,0.52,0.4,0.42,0.43,0.51,0.53,0.52,0.42,0.4,0.42,0.41|22,13,10,14,12,17,16,13,17,16,14,10,17,10,13,13,17,16,16,11,11,18,17,12,15,17,17,16,17,18,14,14,14,14,12,17,18,12,10,17,11,16,13,14,11,14,12,15,13|1|1|0|1|0.8600|1|0|0.34
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.86,0.43,0.54,0.57,0.54,0.43,0.46,0.42,0.49,0.45,0.44,0.4,0.52,0.41,0.5,0.47,0.44,0.47,0.53,0.55,0.57,0.47,0.45,0.45,0.58,0.4,0.56,0.48,0.52,0.59,0.47,0.52,0.41,0.51,0.42,0.52,0.51,0.51,0.41,0.55,0.56,0.42,0.46,0.47,0.53,0.47,0.51,0.56,0.5|24,12,16,14,15,14,12,16,15,13,15,11,10,13,18,10,14,18,16,16,18,11,17,17,15,12,10,10,17,11,16,14,15,13,12,12,10,12,12,17,10,15,16,15,11,10,18,12,17|0|0|1|0|0.9300|0|1|0.36
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.82,0.41,0.49,0.43,0.49,0.55,0.57,0.57,0.45,0.48,0.59,0.48,0.42,0.56,0.48,0.55,0.56,0.49,0.52,0.54,0.57,0.44,0.48,0.46,0.54,0.44,0.56,0.48,0.59,0.53,0.42,0.47,0.56,0.58,0.43,0.48,0.55,0.45,0.48,0.41,0.42,0.55,0.54,0.41,0.58,0.42,0.41,0.48,0.58|24,16,15,11,10,11,18,14,11,10,14,13,11,13,16,11,15,16,10,12,10,16,16,12,10,12,14,16,16,16,13,15,16,16,13,14,16,11,12,18,16,13,15,16,13,15,13,15,16|0|0|1|0|0.8800|1|1|0.32
